4_digit_NAICS_code,NAICS_title,education,employees,mean_income,10_percent,25_percent,50_percent,75_percent,90_percent
3261,Plastics Product Manufacturing,"Some college, no degree","4,780","40,970","25,840","32,160","39,270","48,160","59,140"
3261,Plastics Product Manufacturing,High school diploma or equivalent,"399,720","36,140","20,520","24,880","31,980","43,310","57,490"
3261,Plastics Product Manufacturing,No formal educational credential,"76,340","27,650","18,550","21,170","26,190","32,510","38,750"
3262,Rubber Product Manufacturing,Bachelor's degree,"12,880","85,230","42,060","56,460","75,110","100,620","137,860"
3262,Rubber Product Manufacturing,Associate's degree,"2,070","49,370","29,120","36,450","47,870","60,400","73,420"
3262,Rubber Product Manufacturing,Postsecondary nondegree award,930,"41,970","26,560","33,440","40,560","48,270","59,430"
3262,Rubber Product Manufacturing,"Some college, no degree",900,"41,390","25,630","31,450","38,150","49,400","61,990"
3262,Rubber Product Manufacturing,High school diploma or equivalent,"106,060","39,110","22,430","27,970","36,210","48,310","59,390"
3262,Rubber Product Manufacturing,No formal educational credential,"9,990","30,450","19,400","23,190","29,430","36,370","44,030"
3271,Clay Product and Refractory Manufacturing,Bachelor's degree,"4,200","93,800","43,370","59,440","80,870","112,380","158,230"
3271,Clay Product and Refractory Manufacturing,Associate's degree,330,"48,700","33,010","37,790","45,940","57,100","70,910"
3271,Clay Product and Refractory Manufacturing,Postsecondary nondegree award,500,"40,040","22,190","27,600","37,510","50,020","60,720"
3271,Clay Product and Refractory Manufacturing,"Some college, no degree",330,"40,460","25,850","31,650","37,780","48,770","60,220"
3271,Clay Product and Refractory Manufacturing,High school diploma or equivalent,"26,640","37,880","20,940","26,390","34,090","45,350","59,920"
3271,Clay Product and Refractory Manufacturing,No formal educational credential,"7,370","28,010","18,050","20,840","26,370","33,820","40,570"
3272,Glass and Glass Product Manufacturing,Bachelor's degree,"7,720","87,950","42,140","58,190","78,060","105,030","143,520"
3272,Glass and Glass Product Manufacturing,Associate's degree,770,"55,060","35,140","43,810","54,000","62,150","77,760"
3272,Glass and Glass Product Manufacturing,Postsecondary nondegree award,750,"40,440","27,780","33,000","39,200","46,970","55,640"
3272,Glass and Glass Product Manufacturing,"Some college, no degree",600,"41,970","26,430","32,250","39,900","48,760","60,950"
3272,Glass and Glass Product Manufacturing,High school diploma or equivalent,"57,730","39,210","21,860","27,680","36,420","47,530","59,860"
3272,Glass and Glass Product Manufacturing,No formal educational credential,"15,140","30,660","19,080","22,620","29,370","37,880","45,470"
3273,Cement and Concrete Product Manufacturing,Bachelor's degree,"13,170","93,370","43,410","58,030","78,810","110,650","159,120"
3273,Cement and Concrete Product Manufacturing,Associate's degree,860,"50,290","32,800","40,090","47,480","59,390","73,040"
3273,Cement and Concrete Product Manufacturing,Postsecondary nondegree award,"56,050","39,130","26,660","31,570","37,130","45,490","55,190"
3273,Cement and Concrete Product Manufacturing,"Some college, no degree","2,310","40,110","25,850","31,310","38,270","47,630","58,570"
3273,Cement and Concrete Product Manufacturing,High school diploma or equivalent,"88,670","41,680","22,810","28,800","37,380","50,110","66,090"
3273,Cement and Concrete Product Manufacturing,No formal educational credential,"24,710","31,900","20,390","23,990","29,800","37,450","47,040"
3274,Lime and Gypsum Product Manufacturing,Bachelor's degree,"1,270","89,680","49,100","62,180","81,820","104,600","138,610"
3274,Lime and Gypsum Product Manufacturing,Associate's degree,130,"51,040","34,620","41,180","49,840","60,070","71,360"
3274,Lime and Gypsum Product Manufacturing,Postsecondary nondegree award,190,"44,990","31,040","36,290","43,640","50,090","64,880"
3274,Lime and Gypsum Product Manufacturing,"Some college, no degree",90,"41,790","22,900","31,280","38,240","52,870","66,370"
3274,Lime and Gypsum Product Manufacturing,High school diploma or equivalent,"9,050","43,710","23,500","32,130","42,780","51,500","63,970"
3274,Lime and Gypsum Product Manufacturing,No formal educational credential,"2,650","36,290","20,810","26,250","37,170","45,450","50,320"
3279,Other Nonmetallic Mineral Product Manufacturing,Bachelor's degree,"7,950","89,540","41,820","56,970","78,760","107,210","149,350"
3279,Other Nonmetallic Mineral Product Manufacturing,Associate's degree,"1,070","52,080","33,270","40,090","48,820","60,070","75,540"
3279,Other Nonmetallic Mineral Product Manufacturing,Postsecondary nondegree award,"1,370","43,320","27,380","33,820","41,970","52,260","61,730"
3279,Other Nonmetallic Mineral Product Manufacturing,"Some college, no degree",960,"41,140","24,810","32,160","39,250","48,050","60,270"
3279,Other Nonmetallic Mineral Product Manufacturing,High school diploma or equivalent,"49,680","40,240","22,370","28,160","36,800","48,150","61,850"
3279,Other Nonmetallic Mineral Product Manufacturing,No formal educational credential,"13,700","32,110","19,430","23,450","30,350","38,180","47,320"
3311,Iron and Steel Mills and Ferroalloy Manufacturing,Bachelor's degree,"8,710","90,030","46,960","61,800","80,690","107,800","142,840"
3311,Iron and Steel Mills and Ferroalloy Manufacturing,Associate's degree,"1,580","53,750","33,660","41,760","51,480","64,250","77,580"
3311,Iron and Steel Mills and Ferroalloy Manufacturing,Postsecondary nondegree award,"1,420","49,780","33,900","41,360","49,700","58,100","66,060"
3311,Iron and Steel Mills and Ferroalloy Manufacturing,"Some college, no degree",770,"45,670","27,730","34,650","42,800","55,240","69,240"
3311,Iron and Steel Mills and Ferroalloy Manufacturing,High school diploma or equivalent,"69,640","49,400","27,980","36,340","47,230","59,510","74,030"
3311,Iron and Steel Mills and Ferroalloy Manufacturing,No formal educational credential,"8,490","37,310","21,700","26,990","36,620","45,400","51,240"
3312,Steel Product Manufacturing from Purchased Steel,Bachelor's degree,"6,090","94,760","49,080","62,060","80,370","110,160","158,470"
3312,Steel Product Manufacturing from Purchased Steel,Associate's degree,570,"51,520","32,070","38,690","49,070","62,410","75,140"
3312,Steel Product Manufacturing from Purchased Steel,Postsecondary nondegree award,570,"45,650","27,600","34,530","43,610","56,160","68,860"
3312,Steel Product Manufacturing from Purchased Steel,"Some college, no degree",520,"41,860","25,980","32,210","39,250","48,870","61,200"
3312,Steel Product Manufacturing from Purchased Steel,High school diploma or equivalent,"44,530","42,870","25,220","31,180","39,320","49,810","63,340"
3312,Steel Product Manufacturing from Purchased Steel,No formal educational credential,"7,990","32,100","20,480","24,210","30,790","38,020","46,650"
3313,Alumina and Aluminum Production and Processing,Bachelor's degree,"6,050","89,020","45,540","58,730","78,230","104,840","143,650"
3313,Alumina and Aluminum Production and Processing,Associate's degree,910,"49,820","32,320","38,460","47,660","59,780","72,800"
3313,Alumina and Aluminum Production and Processing,Postsecondary nondegree award,590,"45,580","31,790","36,250","44,140","54,240","62,060"
3313,Alumina and Aluminum Production and Processing,"Some college, no degree",350,"41,790","27,960","33,850","40,160","48,120","58,820"
3313,Alumina and Aluminum Production and Processing,High school diploma or equivalent,"41,640","42,050","25,260","31,160","39,820","49,200","61,730"
3313,Alumina and Aluminum Production and Processing,No formal educational credential,"9,290","30,940","19,850","22,790","28,760","37,120","47,270"
3314,Nonferrous Metal (except Aluminum) Production and Processing,Bachelor's degree,"8,260","94,570","49,430","64,300","83,260","111,890","151,070"
3314,Nonferrous Metal (except Aluminum) Production and Processing,Associate's degree,"1,580","50,150","32,120","37,460","47,010","60,040","75,200"
3314,Nonferrous Metal (except Aluminum) Production and Processing,Postsecondary nondegree award,580,"43,450","31,430","37,450","43,270","48,110","58,230"
3314,Nonferrous Metal (except Aluminum) Production and Processing,"Some college, no degree",630,"43,480","28,320","34,070","40,900","50,580","62,500"
3314,Nonferrous Metal (except Aluminum) Production and Processing,High school diploma or equivalent,"44,790","43,360","25,550","32,080","41,150","50,530","62,770"
3314,Nonferrous Metal (except Aluminum) Production and Processing,No formal educational credential,"5,900","31,950","19,120","24,510","30,990","38,720","46,720"
3315,Foundries,Bachelor's degree,"12,980","92,140","46,760","60,290","77,460","104,350","154,030"
3315,Foundries,Associate's degree,"1,660","47,270","31,660","37,450","45,360","55,710","67,790"
3315,Foundries,Postsecondary nondegree award,630,"41,180","19,980","32,050","39,290","50,170","61,280"
3315,Foundries,"Some college, no degree",860,"41,250","25,180","31,770","37,850","48,450","61,990"
3315,Foundries,High school diploma or equivalent,"97,650","38,930","23,290","28,690","36,390","46,350","58,490"
3315,Foundries,No formal educational credential,"13,060","30,900","20,590","24,280","29,590","36,460","43,990"
3321,Forging and Stamping,Bachelor's degree,"12,790","91,540","45,870","59,070","77,160","105,230","154,440"
3321,Forging and Stamping,Associate's degree,"1,190","48,650","31,730","36,310","45,530","58,360","73,300"
3321,Forging and Stamping,Postsecondary nondegree award,400,"41,430","26,150","32,080","39,000","49,180","60,270"
3321,Forging and Stamping,"Some college, no degree","1,130","40,810","25,770","32,840","38,850","47,070","58,690"
3321,Forging and Stamping,High school diploma or equivalent,"76,920","39,480","22,760","28,270","36,360","47,280","60,570"
3321,Forging and Stamping,No formal educational credential,"8,050","28,990","19,830","22,710","27,640","33,990","39,830"
3322,Cutlery and Handtool Manufacturing,Bachelor's degree,"5,380","93,680","48,140","61,960","80,710","113,340","153,770"
3322,Cutlery and Handtool Manufacturing,Associate's degree,470,"49,150","32,320","37,780","47,400","58,190","69,460"
3322,Cutlery and Handtool Manufacturing,Postsecondary nondegree award,100,"55,770","29,800","40,970","54,390","72,160","82,740"
3322,Cutlery and Handtool Manufacturing,"Some college, no degree",540,"39,090","25,710","30,150","36,880","45,620","56,600"
3322,Cutlery and Handtool Manufacturing,High school diploma or equivalent,"28,970","39,360","22,140","27,840","36,250","46,940","60,520"
3322,Cutlery and Handtool Manufacturing,No formal educational credential,"3,040","30,310","19,210","22,300","28,710","36,950","45,220"
3323,Architectural and Structural Metals Manufacturing,Bachelor's degree,"42,970","87,940","42,220","54,600","73,430","101,520","150,410"
3323,Architectural and Structural Metals Manufacturing,Associate's degree,"8,530","50,190","32,220","38,820","47,900","58,980","72,600"
3323,Architectural and Structural Metals Manufacturing,Postsecondary nondegree award,"3,930","40,970","26,860","32,050","37,920","47,590","60,140"
3323,Architectural and Structural Metals Manufacturing,"Some college, no degree","4,400","41,320","26,100","31,910","38,530","48,840","60,850"
3323,Architectural and Structural Metals Manufacturing,High school diploma or equivalent,"276,120","39,750","23,410","28,720","36,200","46,710","60,780"
3323,Architectural and Structural Metals Manufacturing,No formal educational credential,"32,450","28,400","19,490","22,310","27,120","33,050","39,050"
3324,"Boiler, Tank, and Shipping Container Manufacturing",Bachelor's degree,"12,880","92,330","47,030","61,580","80,130","109,560","149,980"
3324,"Boiler, Tank, and Shipping Container Manufacturing",Associate's degree,"2,160","52,110","33,710","41,650","51,190","60,720","73,730"
3324,"Boiler, Tank, and Shipping Container Manufacturing",Postsecondary nondegree award,780,"44,460","28,500","34,310","42,260","52,120","62,710"
3324,"Boiler, Tank, and Shipping Container Manufacturing","Some college, no degree",940,"42,320","27,880","33,680","41,090","49,030","59,230"
3324,"Boiler, Tank, and Shipping Container Manufacturing",High school diploma or equivalent,"72,300","42,590","25,440","31,630","39,720","50,190","62,050"
3324,"Boiler, Tank, and Shipping Container Manufacturing",No formal educational credential,"9,150","32,960","20,580","24,910","30,800","39,170","49,040"
3325,Hardware Manufacturing,Bachelor's degree,"5,140","95,660","49,440","63,610","84,090","114,890","154,830"
3325,Hardware Manufacturing,Associate's degree,240,"48,260","32,130","39,910","46,800","56,170","63,550"
3325,Hardware Manufacturing,Postsecondary nondegree award,80,"40,280","28,840","32,910","37,150","46,650","57,270"
3325,Hardware Manufacturing,"Some college, no degree",370,"42,730","27,770","32,910","40,250","52,640","60,990"
3325,Hardware Manufacturing,High school diploma or equivalent,"16,470","39,450","21,930","27,200","35,180","46,610","62,010"
3325,Hardware Manufacturing,No formal educational credential,"1,470","30,200","20,430","23,770","28,880","35,910","43,290"
3326,Spring and Wire Product Manufacturing,Bachelor's degree,"5,340","93,600","43,230","57,070","78,570","113,900","159,370"
3326,Spring and Wire Product Manufacturing,Associate's degree,440,"47,760","29,120","35,530","45,140","57,940","71,970"
3326,Spring and Wire Product Manufacturing,Postsecondary nondegree award,140,"42,160","22,630","30,440","41,400","53,190","62,000"
3326,Spring and Wire Product Manufacturing,"Some college, no degree",720,"42,600","27,570","33,380","40,530","49,740","61,140"
3326,Spring and Wire Product Manufacturing,High school diploma or equivalent,"33,130","37,850","21,570","26,580","34,220","45,080","59,260"
3326,Spring and Wire Product Manufacturing,No formal educational credential,"3,400","27,770","18,740","21,320","25,770","32,720","40,490"
3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",Bachelor's degree,"39,070","92,900","44,500","58,480","78,030","109,230","158,960"
3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",Associate's degree,"2,890","47,980","30,800","36,860","46,180","57,890","70,190"
3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",Postsecondary nondegree award,880,"39,540","26,340","31,810","37,700","46,230","56,250"
3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","Some college, no degree","4,720","39,910","24,070","30,700","38,360","47,650","58,960"
3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",High school diploma or equivalent,"303,650","41,170","24,030","29,990","38,170","48,910","61,480"
3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",No formal educational credential,"23,660","28,100","19,290","21,910","26,780","32,810","38,840"
3328,"Coating, Engraving, Heat Treating, and Allied Activities",Bachelor's degree,"12,170","100,590","43,500","60,000","83,240","119,040","183,860"
3328,"Coating, Engraving, Heat Treating, and Allied Activities",Associate's degree,840,"47,360","29,140","35,900","45,380","57,550","71,300"
3328,"Coating, Engraving, Heat Treating, and Allied Activities",Postsecondary nondegree award,860,"38,100","24,770","30,820","36,460","44,770","55,010"
3328,"Coating, Engraving, Heat Treating, and Allied Activities","Some college, no degree","1,490","41,900","26,010","32,060","39,140","48,990","60,860"
3328,"Coating, Engraving, Heat Treating, and Allied Activities",High school diploma or equivalent,"101,270","36,430","21,120","25,740","32,590","43,200","57,450"
3328,"Coating, Engraving, Heat Treating, and Allied Activities",No formal educational credential,"24,060","27,100","19,040","21,070","24,860","30,930","38,430"
3329,Other Fabricated Metal Product Manufacturing,Doctoral or professional degree,260,"110,360","72,330","83,650","95,160","119,260","175,410"
3329,Other Fabricated Metal Product Manufacturing,Master's degree,50,"78,140","43,650","59,250","74,460","101,350","117,940"
3329,Other Fabricated Metal Product Manufacturing,Bachelor's degree,"43,820","91,080","46,130","60,920","80,250","109,210","148,160"
3329,Other Fabricated Metal Product Manufacturing,Associate's degree,"5,860","53,550","33,300","41,240","51,100","63,900","77,470"
3329,Other Fabricated Metal Product Manufacturing,Postsecondary nondegree award,"1,210","45,060","27,370","33,520","41,810","55,140","69,830"
3329,Other Fabricated Metal Product Manufacturing,"Some college, no degree","2,980","41,560","24,800","32,120","39,250","49,170","60,850"
3329,Other Fabricated Metal Product Manufacturing,High school diploma or equivalent,"202,090","40,570","23,020","28,800","37,160","48,310","61,770"
3329,Other Fabricated Metal Product Manufacturing,No formal educational credential,"21,290","30,240","19,230","22,650","28,420","36,050","44,860"
3331,"Agriculture, Construction, and Mining Machinery Manufacturing",Doctoral or professional degree,400,"141,080","69,810","94,140","125,620","174,390",
3331,"Agriculture, Construction, and Mining Machinery Manufacturing",Bachelor's degree,"46,190","93,230","47,580","62,750","82,420","111,700","151,440"
3331,"Agriculture, Construction, and Mining Machinery Manufacturing",Associate's degree,"6,710","52,550","32,670","40,600","49,390","61,400","78,200"
3331,"Agriculture, Construction, and Mining Machinery Manufacturing",Postsecondary nondegree award,"1,800","47,600","27,890","34,580","43,690","54,780","66,440"
3331,"Agriculture, Construction, and Mining Machinery Manufacturing","Some college, no degree","2,730","41,560","25,940","31,510","38,090","48,720","61,510"
3331,"Agriculture, Construction, and Mining Machinery Manufacturing",High school diploma or equivalent,"170,220","42,130","25,700","31,480","38,460","48,440","61,730"
3331,"Agriculture, Construction, and Mining Machinery Manufacturing",No formal educational credential,"20,340","33,900","20,890","26,040","32,080","38,290","47,950"
3332,Industrial Machinery Manufacturing,Doctoral or professional degree,50,"203,300","101,720","150,080",,,
3332,Industrial Machinery Manufacturing,Bachelor's degree,"33,880","98,870","50,430","65,170","87,590","120,320","161,530"
3332,Industrial Machinery Manufacturing,Associate's degree,"4,280","56,100","35,150","43,080","53,980","67,910","79,960"
3332,Industrial Machinery Manufacturing,Postsecondary nondegree award,700,"47,610","29,110","38,200","46,060","56,420","68,050"
3332,Industrial Machinery Manufacturing,"Some college, no degree","2,340","45,810","28,470","35,000","43,690","53,900","67,130"
3332,Industrial Machinery Manufacturing,High school diploma or equivalent,"65,170","43,900","25,080","31,860","40,560","51,750","65,590"
3332,Industrial Machinery Manufacturing,No formal educational credential,"5,350","30,780","20,080","23,310","29,080","36,600","45,230"
3333,Commercial and Service Industry Machinery Manufacturing,Doctoral or professional degree,70,"153,290","78,050","107,320","136,780","181,910",
3333,Commercial and Service Industry Machinery Manufacturing,Bachelor's degree,"25,560","96,270","50,230","64,740","86,630","117,400","154,520"
3333,Commercial and Service Industry Machinery Manufacturing,Associate's degree,"3,320","54,880","32,900","40,650","51,620","66,430","82,370"
3333,Commercial and Service Industry Machinery Manufacturing,Postsecondary nondegree award,350,"50,480","33,140","38,750","47,740","60,450","75,050"
3333,Commercial and Service Industry Machinery Manufacturing,"Some college, no degree","1,620","46,670","29,210","35,280","44,180","56,150","69,500"
3333,Commercial and Service Industry Machinery Manufacturing,High school diploma or equivalent,"52,910","41,420","23,570","29,250","37,050","48,600","63,760"
3333,Commercial and Service Industry Machinery Manufacturing,No formal educational credential,"4,510","32,510","19,840","24,140","30,530","37,730","50,710"
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Bachelor's degree,"20,250","88,150","45,190","59,480","78,350","103,110","141,070"
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Associate's degree,"4,280","50,460","31,900","39,020","48,330","60,070","73,820"
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",Postsecondary nondegree award,"2,020","46,700","28,630","34,610","44,030","56,890","69,590"
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing","Some college, no degree","1,500","41,350","26,890","32,580","38,640","48,250","60,510"
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",High school diploma or equivalent,"93,070","37,630","22,280","27,470","34,790","44,210","56,560"
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",No formal educational credential,"8,670","30,350","19,980","23,410","29,250","36,190","43,040"
3335,Metalworking Machinery Manufacturing,Doctoral or professional degree,70,"195,800","93,640","144,040",,,
3335,Metalworking Machinery Manufacturing,Bachelor's degree,"36,350","96,300","48,790","64,000","87,380","116,080","151,000"
3335,Metalworking Machinery Manufacturing,Associate's degree,"4,080","52,900","32,770","40,960","51,290","62,710","76,320"
3335,Metalworking Machinery Manufacturing,Postsecondary nondegree award,510,"46,360","30,350","35,360","45,770","56,840","63,070"
3335,Metalworking Machinery Manufacturing,"Some college, no degree","2,380","40,850","25,090","31,630","38,530","47,920","59,470"
3335,Metalworking Machinery Manufacturing,High school diploma or equivalent,"131,730","42,640","23,900","30,810","40,290","51,350","62,610"
3335,Metalworking Machinery Manufacturing,No formal educational credential,"7,970","29,050","18,940","21,680","27,320","34,850","42,830"
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",Doctoral or professional degree,50,"155,180","82,160","95,680","141,390",,
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",Bachelor's degree,"27,220","92,060","50,220","65,800","84,640","110,450","143,480"
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",Associate's degree,"3,910","55,650","35,000","43,350","53,840","65,860","77,450"
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",Postsecondary nondegree award,710,"52,110","34,680","42,630","52,320","60,910","71,830"
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing","Some college, no degree",,"45,660","30,400","36,120","44,280","53,270","61,330"
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",High school diploma or equivalent,"63,320","43,750","26,470","31,850","40,940","51,490","63,890"
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",No formal educational credential,"4,180","32,860","20,310","25,250","31,950","38,870","47,180"
3339,Other General Purpose Machinery Manufacturing,Doctoral or professional degree,80,"136,160","61,620","90,670","126,630","165,860",
3339,Other General Purpose Machinery Manufacturing,Bachelor's degree,"57,140","89,030","46,510","60,370","78,770","103,850","143,630"
3339,Other General Purpose Machinery Manufacturing,Associate's degree,"9,210","52,190","33,040","40,460","49,640","62,000","75,780"
3339,Other General Purpose Machinery Manufacturing,Postsecondary nondegree award,"1,640","49,530","29,260","37,400","47,160","59,310","74,230"
3339,Other General Purpose Machinery Manufacturing,"Some college, no degree","3,860","41,990","26,010","32,700","40,060","49,340","60,770"
3339,Other General Purpose Machinery Manufacturing,High school diploma or equivalent,"179,620","42,350","25,320","31,290","38,890","49,010","62,480"
3339,Other General Purpose Machinery Manufacturing,No formal educational credential,"15,600","31,480","20,050","24,220","30,530","37,570","45,250"
3341,Computer and Peripheral Equipment Manufacturing,Doctoral or professional degree,640,"172,260","84,700","118,350","157,880",,
3341,Computer and Peripheral Equipment Manufacturing,Bachelor's degree,"107,780","117,310","60,400","81,810","110,880","145,610","186,020"
3341,Computer and Peripheral Equipment Manufacturing,Associate's degree,"9,590","65,610","34,520","47,240","62,120","78,860","101,240"
3341,Computer and Peripheral Equipment Manufacturing,Postsecondary nondegree award,480,"41,750","25,290","29,410","38,760","49,390","65,230"
3341,Computer and Peripheral Equipment Manufacturing,"Some college, no degree","6,810","56,610","30,850","38,250","51,560","71,040","93,810"
3341,Computer and Peripheral Equipment Manufacturing,High school diploma or equivalent,"30,430","46,030","22,400","28,250","38,380","55,620","77,330"
3341,Computer and Peripheral Equipment Manufacturing,No formal educational credential,"2,820","31,910","19,830","24,090","29,820","37,960","47,990"
3342,Communications Equipment Manufacturing,Doctoral or professional degree,270,"141,720","63,180","91,080","127,290","174,480",
3342,Communications Equipment Manufacturing,Bachelor's degree,"43,820","106,120","54,780","72,110","97,230","129,620","166,400"
3342,Communications Equipment Manufacturing,Associate's degree,"6,000","59,350","34,770","43,330","56,010","72,160","90,260"
3342,Communications Equipment Manufacturing,Postsecondary nondegree award,730,"49,800","30,230","36,350","48,010","61,130","74,880"
3342,Communications Equipment Manufacturing,"Some college, no degree","1,940","49,140","29,560","36,640","46,310","59,650","75,140"
3342,Communications Equipment Manufacturing,High school diploma or equivalent,"33,820","42,050","21,760","27,710","36,850","50,230","69,150"
3342,Communications Equipment Manufacturing,No formal educational credential,"2,400","29,600","19,240","22,340","28,000","35,470","43,240"
3343,Audio and Video Equipment Manufacturing,Doctoral or professional degree,60,"166,640","76,090","111,240","151,180",,
3343,Audio and Video Equipment Manufacturing,Bachelor's degree,"7,940","103,790","51,870","69,890","94,870","126,620","163,840"
3343,Audio and Video Equipment Manufacturing,Associate's degree,980,"60,650","33,020","43,150","58,790","75,360","92,120"
3343,Audio and Video Equipment Manufacturing,Postsecondary nondegree award,170,"45,060","26,110","32,980","41,640","55,180","67,760"
3343,Audio and Video Equipment Manufacturing,"Some college, no degree",390,"50,480","30,290","37,210","48,200","60,670","75,980"
3343,Audio and Video Equipment Manufacturing,High school diploma or equivalent,"9,070","39,750","21,530","26,790","35,430","47,160","61,930"
3343,Audio and Video Equipment Manufacturing,No formal educational credential,630,"28,980","20,280","22,540","27,080","33,810","39,290"
3344,Semiconductor and Other Electronic Component Manufacturing,Doctoral or professional degree,780,"176,220","69,960","104,120","165,750",,
3344,Semiconductor and Other Electronic Component Manufacturing,Master's degree,50,"115,400","79,450","90,730","114,490","142,660","161,090"
3344,Semiconductor and Other Electronic Component Manufacturing,Bachelor's degree,"144,910","113,470","58,040","77,280","104,050","138,830","180,320"
3344,Semiconductor and Other Electronic Component Manufacturing,Associate's degree,"58,180","51,220","28,410","35,760","48,490","62,430","77,390"
3344,Semiconductor and Other Electronic Component Manufacturing,Postsecondary nondegree award,"1,360","54,150","33,380","41,230","52,810","62,620","78,190"
3344,Semiconductor and Other Electronic Component Manufacturing,"Some college, no degree","4,160","47,770","28,160","34,780","43,890","56,180","73,850"
3344,Semiconductor and Other Electronic Component Manufacturing,High school diploma or equivalent,"147,080","39,590","21,220","26,100","34,470","47,450","65,090"
3344,Semiconductor and Other Electronic Component Manufacturing,No formal educational credential,"11,470","28,710","19,310","22,020","27,080","33,850","41,010"
3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Doctoral or professional degree,"1,790","140,340","69,700","87,450","117,090","182,300",
3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Master's degree,150,"89,440","47,540","61,850","86,060","115,340","139,500"
3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Bachelor's degree,"196,910","107,200","56,940","74,390","99,140","131,010","166,590"
3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Associate's degree,"27,660","58,100","34,970","43,810","56,010","70,770","85,090"
3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",Postsecondary nondegree award,"4,240","58,710","34,240","44,230","57,970","73,000","86,770"
3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","Some college, no degree","6,090","51,460","30,850","37,520","47,750","61,350","77,790"
3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",High school diploma or equivalent,"152,710","43,180","23,770","29,640","38,430","51,270","68,700"
3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",No formal educational credential,"9,900","31,850","19,950","23,930","29,910","37,540","46,820"
3346,Manufacturing and Reproducing Magnetic and Optical Media,Bachelor's degree,"5,950","109,050","47,830","71,920","103,450","138,320","177,270"
3346,Manufacturing and Reproducing Magnetic and Optical Media,Associate's degree,"1,160","63,690","41,390","50,120","64,430","76,200","86,540"
3346,Manufacturing and Reproducing Magnetic and Optical Media,Postsecondary nondegree award,320,"48,930","23,070","34,520","45,070","68,160","77,430"
3346,Manufacturing and Reproducing Magnetic and Optical Media,"Some college, no degree",440,"50,510","28,380","36,730","46,720","61,290","77,940"
3346,Manufacturing and Reproducing Magnetic and Optical Media,High school diploma or equivalent,"7,000","40,510","21,150","26,350","34,610","46,990","67,060"
3346,Manufacturing and Reproducing Magnetic and Optical Media,No formal educational credential,"1,030","26,070","18,980","20,240","23,320","30,050","37,670"
3351,Electric Lighting Equipment Manufacturing,Bachelor's degree,"9,100","91,880","43,140","57,500","78,130","108,220","158,150"
3351,Electric Lighting Equipment Manufacturing,Associate's degree,"1,130","55,590","31,680","39,560","53,290","69,350","84,320"
3351,Electric Lighting Equipment Manufacturing,Postsecondary nondegree award,180,"44,930","29,860","35,270","44,160","54,910","61,560"
3351,Electric Lighting Equipment Manufacturing,"Some college, no degree",950,"44,090","28,130","33,950","42,110","51,490","61,770"
3351,Electric Lighting Equipment Manufacturing,High school diploma or equivalent,"31,650","39,010","21,150","26,290","34,510","46,940","61,810"
3351,Electric Lighting Equipment Manufacturing,No formal educational credential,"4,010","28,570","19,240","22,180","27,170","33,320","40,470"
3352,Household Appliance Manufacturing,Bachelor's degree,"9,040","94,190","47,940","63,910","86,110","113,890","148,300"
3352,Household Appliance Manufacturing,Associate's degree,"1,300","54,230","35,280","41,930","50,460","66,000","78,520"
3352,Household Appliance Manufacturing,Postsecondary nondegree award,250,"51,690","35,380","42,520","51,540","58,950","68,290"
3352,Household Appliance Manufacturing,"Some college, no degree",390,"42,960","27,700","33,990","41,200","49,920","60,920"
3352,Household Appliance Manufacturing,High school diploma or equivalent,"42,010","39,170","23,780","29,260","36,500","46,070","58,440"
3352,Household Appliance Manufacturing,No formal educational credential,"6,690","33,260","21,420","26,390","33,100","38,860","46,500"
